stars,review_count,GoodForKids,Alcohol,BusinessAcceptsCreditCards,WiFi,BikeParking,ByAppointmentOnly,WheelechairAccessible,OutdoorSeating,RestaurantsReservations,DogsAllowed,Caters
2.5,3,TRUE,'none',(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
4.5,355,TRUE,'none',TRUE,'free',FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
3.5,876,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3,128,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4.5,337,TRUE,'beer_and_wine',TRUE,'free',FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,49,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,75,TRUE,'none',TRUE,'no',TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
4,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,7,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,22,TRUE,'none',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4.5,141,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
4,5,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,21,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3.5,40,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,TRUE,TRUE,(Missing),TRUE
4,6,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,5,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,5,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,54,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
2,69,(Missing),'none',TRUE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE,(Missing),(Missing)
4.5,571,FALSE,'full_bar',TRUE,'no',FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
4,5,TRUE,'none',TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,681,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,FALSE,TRUE
4,148,(Missing),'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,(Missing)
2.5,8,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
3,10,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,TRUE,TRUE
4,51,TRUE,'beer_and_wine',TRUE,'free',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
3.5,172,TRUE,(Missing),TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,TRUE
3.5,79,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),FALSE,FALSE
4.5,21,(Missing),'none',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
4,233,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
3.5,77,FALSE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
2.5,58,(Missing),(Missing),TRUE,'no',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
3,279,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3.5,41,(Missing),'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,102,FALSE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
3.5,70,TRUE,'beer_and_wine',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),FALSE
3.5,983,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),TRUE,TRUE,FALSE,TRUE
3,30,TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing)
3.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,8,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,81,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
5,3,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4,59,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,151,(Missing),'none',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
3.5,8,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.5,785,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
5,23,(Missing),(Missing),FALSE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE
3.5,1162,TRUE,'full_bar',TRUE,'no',FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
4.5,5,(Missing),'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),TRUE
3.5,351,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
5,11,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),(Missing),(Missing),(Missing)
2.5,28,(Missing),(Missing),TRUE,'free',(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,129,(Missing),'none',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3,94,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4,27,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
3.5,40,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,7,TRUE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
2,8,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,111,FALSE,'full_bar',TRUE,(Missing),FALSE,FALSE,(Missing),FALSE,(Missing),(Missing),FALSE
2,13,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
4.5,159,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
4,619,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,TRUE,TRUE
3.5,92,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
2.5,145,TRUE,(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),FALSE,FALSE
4.5,100,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
2,48,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing)
4,79,(Missing),(Missing),TRUE,'no',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
3.5,94,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,FALSE,TRUE
4,576,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3.5,24,TRUE,'none',TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,4,TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
4.5,14,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,9,(Missing),(Missing),TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3,82,FALSE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),(Missing)
3.5,21,(Missing),(Missing),TRUE,'free',(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,97,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,6,(Missing),'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
4,6,TRUE,(Missing),TRUE,'free',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
3,17,(Missing),'none',TRUE,'free',TRUE,FALSE,TRUE,(Missing),(Missing),(Missing),TRUE
4,14,TRUE,'beer_and_wine',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
3.5,325,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4.5,35,TRUE,'none',TRUE,(Missing),FALSE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing)
3.5,6,TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4,77,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),TRUE
4,11,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,18,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
4.5,4,(Missing),'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
3.5,14,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
3.5,41,TRUE,(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE
4,337,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),TRUE,TRUE,TRUE,(Missing),FALSE
4.5,37,TRUE,(Missing),FALSE,'no',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
3,5,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2.5,32,TRUE,(Missing),TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3,185,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
1.5,24,TRUE,(Missing),TRUE,'no',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
4.5,797,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4,5494,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
3,20,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
3.5,96,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4,60,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),TRUE
2.5,11,TRUE,'none',TRUE,(Missing),FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4,74,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,1119,TRUE,'full_bar',TRUE,'no',FALSE,FALSE,(Missing),FALSE,TRUE,FALSE,FALSE
3,367,TRUE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
3,20,FALSE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3,54,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3,1489,TRUE,'full_bar',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,FALSE
4.5,15,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4,318,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
4,153,TRUE,(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),FALSE,TRUE
4.5,87,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
4.5,762,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
4,9264,TRUE,'full_bar',TRUE,'no',FALSE,TRUE,(Missing),TRUE,TRUE,FALSE,FALSE
3,244,TRUE,'beer_and_wine',TRUE,'free',FALSE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
4.5,171,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
4.5,1044,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,FALSE,TRUE
3.5,53,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,133,TRUE,(Missing),TRUE,'free',TRUE,FALSE,(Missing),TRUE,(Missing),TRUE,FALSE
3,16,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,35,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
5,534,FALSE,'full_bar',TRUE,'free',TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
4,641,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),TRUE,TRUE,FALSE,FALSE
4.5,6,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,12,TRUE,(Missing),TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
5,5,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
2.5,143,(Missing),(Missing),TRUE,'free',TRUE,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE
4,54,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
2.5,4,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4,687,TRUE,'beer_and_wine',TRUE,'free',TRUE,FALSE,(Missing),FALSE,FALSE,FALSE,TRUE
4,6,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
3.5,512,TRUE,'full_bar',TRUE,'no',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3.5,31,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),(Missing)
4.5,126,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,FALSE,TRUE
3.5,85,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,FALSE,(Missing),TRUE
3,66,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE
4.5,5,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,517,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,FALSE
4.5,249,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
2.5,7,TRUE,'beer_and_wine',TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3,17,TRUE,'none',TRUE,'free',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4.5,3,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,491,TRUE,'beer_and_wine',TRUE,'free',TRUE,FALSE,(Missing),FALSE,FALSE,(Missing),TRUE
4,240,TRUE,'none',TRUE,'no',FALSE,(Missing),TRUE,FALSE,FALSE,FALSE,TRUE
2.5,37,(Missing),(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),(Missing),FALSE
4.5,85,TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),FALSE,TRUE
4.5,62,(Missing),(Missing),TRUE,'free',TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),FALSE
4,112,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,TRUE,FALSE,FALSE,TRUE
5,3,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),TRUE
2,4,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
4.5,6,(Missing),'none',TRUE,'free',TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing)
3.5,8,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
4,11,TRUE,(Missing),TRUE,'free',TRUE,(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
2,3,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2.5,131,FALSE,'full_bar',TRUE,'no',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
4,144,TRUE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
3,72,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,758,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4.5,6,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
3.5,46,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,71,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),TRUE
3,171,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),TRUE,TRUE,FALSE,(Missing),FALSE
2,11,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
2.5,29,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
2,144,FALSE,'full_bar',TRUE,'free',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,211,TRUE,'beer_and_wine',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,(Missing)
3,61,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
2,11,TRUE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),FALSE
3,4,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
3,49,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),FALSE,(Missing),FALSE,FALSE
4.5,466,FALSE,'full_bar',TRUE,'free',TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,244,TRUE,'full_bar',TRUE,'free',(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),FALSE
4,281,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
4.5,124,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,TRUE,TRUE
4.5,618,TRUE,'none',TRUE,'free',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4,11,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3,3,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,32,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
4,16,TRUE,'none',TRUE,'no',(Missing),(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
3,52,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4.5,74,TRUE,'none',TRUE,'free',FALSE,(Missing),TRUE,TRUE,FALSE,FALSE,TRUE
3,190,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),(Missing),FALSE,FALSE,FALSE,TRUE
4,4138,FALSE,'full_bar',TRUE,'no',FALSE,FALSE,(Missing),TRUE,TRUE,FALSE,FALSE
3.5,116,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4.5,3,TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
5,9,(Missing),(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
2,18,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE
4.5,8,FALSE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),TRUE,(Missing),(Missing)
2,85,TRUE,'beer_and_wine',TRUE,'no',FALSE,(Missing),TRUE,FALSE,FALSE,(Missing),FALSE
2.5,77,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
4,102,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),FALSE
4.5,513,TRUE,'full_bar',TRUE,'no',FALSE,(Missing),(Missing),FALSE,TRUE,FALSE,FALSE
4,171,FALSE,'full_bar',TRUE,'no',FALSE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
3.5,129,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,3,TRUE,(Missing),TRUE,(Missing),TRUE,(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
2,102,TRUE,(Missing),TRUE,'free',(Missing),(Missing),(Missing),FALSE,FALSE,FALSE,(Missing)
4.5,138,TRUE,'beer_and_wine',TRUE,'free',FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
4.5,135,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3,97,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,FALSE,(Missing),TRUE
2,34,TRUE,'none',TRUE,(Missing),TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),FALSE
3.5,14,TRUE,'none',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
3.5,47,TRUE,'none',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,FALSE,TRUE
3.5,165,TRUE,'beer_and_wine',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,TRUE,TRUE
2.5,50,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
5,5,(Missing),(Missing),TRUE,'no',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
2,162,FALSE,(Missing),TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
3.5,11,FALSE,'full_bar',FALSE,(Missing),TRUE,(Missing),(Missing),FALSE,FALSE,(Missing),(Missing)
2,33,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
3.5,10,TRUE,(Missing),FALSE,(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
5,287,TRUE,(Missing),TRUE,'free',TRUE,(Missing),TRUE,TRUE,(Missing),FALSE,TRUE
3.5,256,(Missing),'full_bar',TRUE,'no',(Missing),(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
3,13,(Missing),(Missing),FALSE,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing)
4.5,587,TRUE,'none',TRUE,'no',TRUE,FALSE,(Missing),TRUE,FALSE,FALSE,TRUE
4,232,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),TRUE
3.5,5,TRUE,'beer_and_wine',TRUE,(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing),(Missing)
4.5,21,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),(Missing)
5,30,(Missing),(Missing),TRUE,(Missing),FALSE,(Missing),TRUE,(Missing),(Missing),(Missing),TRUE
3.5,338,FALSE,'full_bar',TRUE,'free',TRUE,(Missing),TRUE,FALSE,TRUE,TRUE,TRUE
1.5,12,FALSE,'none',TRUE,'free',(Missing),(Missing),(Missing),(Missing),FALSE,(Missing),FALSE
3,31,TRUE,(Missing),TRUE,'free',FALSE,(Missing),(Missing),FALSE,(Missing),(Missing),FALSE
2.5,23,TRUE,'none',TRUE,'no',FALSE,(Missing),(Missing),FALSE,FALSE,(Missing),FALSE
4,151,TRUE,'none',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),TRUE
4,467,TRUE,'full_bar',TRUE,'free',TRUE,(Missing),(Missing),TRUE,TRUE,(Missing),TRUE
3.5,129,TRUE,'none',TRUE,'no',TRUE,(Missing),TRUE,TRUE,TRUE,FALSE,TRUE
3.5,58,FALSE,'full_bar',TRUE,(Missing),(Missing),(Missing),(Missing),TRUE,TRUE,(Missing),(Missing)
3,53,TRUE,(Missing),TRUE,'free',TRUE,(Missing),(Missing),FALSE,TRUE,(Missing),(Missing)
3.5,26,(Missing),'none',TRUE,'no',(Missing),(Missing),(Missing),TRUE,FALSE,FALSE,(Missing)
3.5,4,(Missing),(Missing),TRUE,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,69,(Missing),'full_bar',TRUE,'no',TRUE,(Missing),(Missing),TRUE,FALSE,(Missing),(Missing)
4,13,(Missing),(Missing),TRUE,'free',(Missing),(Missing),(Missing),TRUE,(Missing),(Missing),(Missing)
2.5,6,(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing),(Missing)
3.5,26,(Missing),(Missing),TRUE,'free',FALSE,(Missing),(Missing),TRUE,(Missing),(Missing),FALSE
4,140,FALSE,'none',TRUE,'no',TRUE,(Missing),FALSE,TRUE,FALSE,FALSE,FALSE
2.5,29,FALSE,(Missing),TRUE,(Missing),TRUE,FALSE,(Missing),(Missing),(Missing),TRUE,FALSE
4,182,FALSE,'full_bar',TRUE,'no',TRUE,(Missing),TRUE,FALSE,TRUE,(Missing),FALSE
